obsid, lonstart, lonend, wavenum, wavepower, fap,date,normedpeakwavepower
jcf059064,38,393, [0.2028169014084507 0.6084507042253521 1.0140845070422535 1.4197183098591548 1.8253521126760563 2.2309859154929574 2.6366197183098588 4.259154929577465 6.692957746478873 4.664788732394366 6.287323943661972 8.72112676056338 3.04225352112676 8.315492957746478 9.12676056338028 ], [1.3194362670054067 1.3094578696217016 0.8661239943756693 0.8658166490261742 0.8598463276472708 0.859748765618666 0.8532016650451826 0.8429014412578751 0.8225091722027003 0.8224815741388231 0.8196319770527573 0.7894627714761713 0.7892637329047217 0.7780408924414398 0.7780367128752638 ], [2.4706570901485366e-143 3.7459686451163616e-138 1.334317239538151e-127 1.919220667316782e-111 1.2002834782166024e-89 6.343213045927496e-63 1.7375000422342546e-33 1.0921831887026458e-11 1.9485621275068622e-11 6.042517509442139e-11 3.236295553051814e-10 9.354670275235254e-09 6.487190246485985e-08 1.9435431331513617e-05 3.8287516213105086e-05 ],8-Aug-07,0.161541056
jcf152157un,102,458, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.247191011235955 6.674157303370786 4.651685393258427 6.269662921348314 8.696629213483146 3.842696629213483 7.078651685393259 9.101123595505618 ], [1.2485470536898293 1.243903771835568 0.8147963268624027 0.8146112744948508 0.8047344409929945 0.8037677057647574 0.803712273874632 0.7926017723361847 0.7683974534568436 0.768372610346989 0.7656695748582846 0.7291531071710224 0.7291108326918104 0.7185626018795455 0.7185539114125014 ], [6.829726050489727e-122 2.829878704781424e-117 6.352356823666115e-108 1.1468110315572175e-93 2.075449099859839e-74 1.455915132302489e-50 2.0646238450134373e-24 4.75549269399516e-17 5.821681580210423e-15 1.9250519861754838e-14 1.7735476132864098e-13 6.642714764453442e-10 1.107596605591149e-07 1.4060583434069254e-06 2.763836041346371e-06 ],8-Aug-07,0.152861956
jcf145151,104,460, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.247191011235955 4.651685393258427 6.674157303370786 6.269662921348314 8.696629213483146 3.842696629213483 9.101123595505618 7.078651685393259 ], [1.298731014612198 1.2932532030739317 0.8474065052311602 0.8471996906684768 0.8375507518668425 0.8374331892035273 0.8361401323885816 0.8243216513825072 0.8006749311366382 0.8006471058757172 0.7978321262146698 0.7619007997918266 0.7618618603338895 0.7508430433288447 0.7508337905746081 ], [2.5217470631288256e-135 5.4571590707783696e-130 3.12823536368511e-119 5.913375743201861e-103 3.122263242675762e-81 8.946427708988104e-55 2.7924251544058545e-26 1.12131967988305e-21 1.2590976516372542e-19 2.796256371140542e-15 1.9901007620762244e-11 2.3967061333036283e-10 1.0780664135481655e-09 2.9026558797166282e-08 3.345584252909505e-08 ],8-Aug-07,0.159006073
jcf022027,196,552, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.651685393258427 3.0337078651685396 4.247191011235955 6.674157303370786 6.269662921348314 8.696629213483146 7.078651685393259 5.056179775280899 ], [1.4438458932366034 1.4315452986204147 0.9448886562975651 0.9447468655044642 0.9439860447239804 0.9436197684910209 0.92615688579249 0.9185023575265298 0.9036910800068425 0.9036596522589124 0.900514989603827 0.8793798596482991 0.8790581412513689 0.866548110104249 0.8665467666452327 ], [2.119339022911343e-196 7.669794453706191e-189 1.4710074183421929e-173 1.7812937494185528e-150 6.373630083368987e-120 2.5652468343759202e-83 1.3048315512555687e-44 2.838251660251091e-13 4.646739236380545e-12 6.233683341597744e-12 3.880146899299315e-10 6.367414537088914e-07 6.41304557502385e-06 1.688420178088617e-05 4.306039835283124e-05 ],8-Aug-07,0.176772759
jcf059064,38,393, [0.2028169014084507 0.6084507042253521 1.0140845070422535 1.4197183098591548 1.8253521126760563 2.2309859154929574 2.6366197183098588 4.259154929577465 6.692957746478873 4.664788732394366 6.287323943661972 8.72112676056338 3.04225352112676 8.315492957746478 9.12676056338028 ], [1.3194362670054067 1.3094578696217016 0.8661239943756693 0.8658166490261742 0.8598463276472708 0.859748765618666 0.8532016650451826 0.8429014412578751 0.8225091722027003 0.8224815741388231 0.8196319770527573 0.7894627714761713 0.7892637329047217 0.7780408924414398 0.7780367128752638 ], [2.4706570901485366e-143 3.7459686451163616e-138 1.334317239538151e-127 1.919220667316782e-111 1.2002834782166024e-89 6.343213045927496e-63 1.7375000422342546e-33 1.0921831887026458e-11 1.9485621275068622e-11 6.042517509442139e-11 3.236295553051814e-10 9.354670275235254e-09 6.487190246485985e-08 1.9435431331513617e-05 3.8287516213105086e-05 ],8-Aug-07,0.161541056
jcf152157un,102,458, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.247191011235955 6.674157303370786 4.651685393258427 6.269662921348314 8.696629213483146 3.842696629213483 7.078651685393259 9.101123595505618 ], [1.2485470536898293 1.243903771835568 0.8147963268624027 0.8146112744948508 0.8047344409929945 0.8037677057647574 0.803712273874632 0.7926017723361847 0.7683974534568436 0.768372610346989 0.7656695748582846 0.7291531071710224 0.7291108326918104 0.7185626018795455 0.7185539114125014 ], [6.829726050489727e-122 2.829878704781424e-117 6.352356823666115e-108 1.1468110315572175e-93 2.075449099859839e-74 1.455915132302489e-50 2.0646238450134373e-24 4.75549269399516e-17 5.821681580210423e-15 1.9250519861754838e-14 1.7735476132864098e-13 6.642714764453442e-10 1.107596605591149e-07 1.4060583434069254e-06 2.763836041346371e-06 ],8-Aug-07,0.152861956
jcf145151,104,460, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.247191011235955 4.651685393258427 6.674157303370786 6.269662921348314 8.696629213483146 3.842696629213483 9.101123595505618 7.078651685393259 ], [1.298731014612198 1.2932532030739317 0.8474065052311602 0.8471996906684768 0.8375507518668425 0.8374331892035273 0.8361401323885816 0.8243216513825072 0.8006749311366382 0.8006471058757172 0.7978321262146698 0.7619007997918266 0.7618618603338895 0.7508430433288447 0.7508337905746081 ], [2.5217470631288256e-135 5.4571590707783696e-130 3.12823536368511e-119 5.913375743201861e-103 3.122263242675762e-81 8.946427708988104e-55 2.7924251544058545e-26 1.12131967988305e-21 1.2590976516372542e-19 2.796256371140542e-15 1.9901007620762244e-11 2.3967061333036283e-10 1.0780664135481655e-09 2.9026558797166282e-08 3.345584252909505e-08 ],8-Aug-07,0.159006073
jcf022027un,196,552, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.651685393258427 4.247191011235955 3.0337078651685396 6.674157303370786 6.269662921348314 8.696629213483146 7.078651685393259 5.056179775280899 ], [1.4378402681153848 1.427202835705658 0.9390568298038503 0.9387273719715713 0.9386447371063524 0.9385030028004825 0.9218678376768765 0.9136065588498624 0.8975501609421865 0.8975188037604988 0.8943821462471894 0.8712078906137626 0.8709686157303883 0.8585021595224663 0.8584981360807893 ], [4.497223722637254e-192 2.2666232622410705e-184 5.643471582619251e-169 5.020330990103929e-146 4.73907007086166e-116 1.7440430657803847e-80 7.103566466288372e-43 5.122254021781534e-14 7.269785728138413e-13 3.4256374779458954e-11 1.1561298314637e-10 2.3677991105314221e-07 2.8270706727103726e-06 8.045616649934291e-06 2.2503063881424172e-05 ],8-Aug-07,0.176037479
jcf015021unbl,198,555, [0.20338983050847456 0.6101694915254237 1.0169491525423728 1.4237288135593218 1.830508474576271 2.2372881355932197 2.6440677966101696 4.271186440677966 4.677966101694914 10.779661016949152 6.711864406779661 11.1864406779661 6.305084745762711 3.8644067796610164 10.372881355932202 ], [0.9079580129574979 0.9050475459386403 0.6002364763451714 0.6000974507556198 0.593734890996071 0.5908399377499608 0.5907575464569818 0.5842953930897288 0.5653881285486733 0.5653741272235844 0.5634312232686597 0.5346952340647325 0.53457744246755 0.5270297194615516 0.5270263050099812 ], [2.0671337457937086e-65 1.1549317493902613e-63 6.1258562926544e-60 9.41516095393748e-54 1.9783457336664181e-44 1.9313296949687505e-31 1.716572841919473e-15 2.496404104828645e-13 2.2019148790826995e-11 8.969392929220284e-09 2.3822339703621543e-08 6.947607677762884e-08 1.8907590759321206e-06 2.839230394452708e-06 0.00017392800288583437 ],8-Aug-07,0.111163002
jcf015021un,198,555, [0.2016806722689076 0.6050420168067228 1.0084033613445378 1.411764705882353 1.8151260504201683 2.2184873949579833 2.6218487394957988 4.235294117647059 6.655462184873951 4.638655462184874 6.2521008403361344 3.025210084033614 8.672268907563025 10.6890756302521 7.058823529411766 ], [1.3404109577217065 1.3312795293393815 0.8704238846586189 0.8701430327190071 0.8666053075845935 0.8664496225802982 0.8559277895518215 0.8465413163872797 0.8282567161046046 0.8282371058693052 0.8253048001371361 0.7988155737492406 0.7984629047467994 0.787022016156557 0.7870212257902409 ], [1.326902190685944e-145 9.380717344918024e-141 8.510645323851043e-131 3.0441724324459197e-115 1.191263708683085e-93 3.108735834220004e-66 2.0076875540001838e-35 1.679393776499698e-10 3.988947445672267e-10 4.1230220856768573e-10 8.789156957315752e-09 1.2740363988813276e-08 1.2197753415660022e-06 4.19288057288359e-05 0.0004294501373501495 ],8-Aug-07,0.164109026
jc54158,236,593, [0.2016806722689076 0.6050420168067228 1.0084033613445378 1.411764705882353 1.8151260504201683 2.2184873949579833 2.6218487394957988 3.025210084033614 4.638655462184874 4.235294117647059 5.04201680672269 8.672268907563025 6.655462184873951 8.26890756302521 12.705882352941176 ], [1.454497508689507 1.4543927367280491 0.953498778860254 0.9534802087360918 0.9473295090543342 0.9472444828012055 0.9269191849884997 0.9214243569279812 0.9113483565854882 0.9113216983726445 0.9080952220924596 0.8950678984392029 0.8949651628903031 0.8819758502594442 0.8819599699762828 ], [9.217995038182628e-198 3.436475457416227e-192 3.782908560673315e-180 2.9969729273684385e-160 1.4318693201746491e-131 6.926382326201636e-95 5.2147988508904504e-54 1.260983330049643e-17 3.328545092249096e-11 1.6415278074228837e-08 2.298631761252128e-05 0.0001457093259519613 0.0018500411308446478 0.009932091866830505 0.010085268207134223 ],8-Aug-07,0.178076857
jcf145151unbl,103,460, [0.2016806722689076 0.6050420168067228 1.0084033613445378 1.411764705882353 1.8151260504201683 2.2184873949579833 2.6218487394957988 4.235294117647059 6.2521008403361344 4.638655462184874 8.672268907563025 6.655462184873951 3.8319327731092443 9.07563025210084 8.26890756302521 ], [1.071934184307657 1.0587559229723549 0.7020449834157354 0.7016924817590912 0.6971824386848333 0.6849703231385855 0.6847680964082559 0.683324809665002 0.655291417765724 0.6552788786372113 0.6530109785438432 0.6102118985532486 0.609749514320092 0.6012106132825513 0.601203469236952 ], [1.508866262625575e-88 4.1108328498285024e-85 4.2783666257248074e-78 2.7782611516764303e-67 9.340684502737879e-53 1.4282853571821168e-35 1.667068336885911e-17 2.2755816155235212e-14 5.07341257960979e-12 1.2607798028187289e-11 4.357680017195117e-11 4.450911644233501e-11 4.489881965093492e-08 9.743881941704081e-08 1.5510209098717356e-07 ],8-Aug-07,0.131238912
jcf152157,314,676, [0.19889502762430938 0.5966850828729282 0.994475138121547 1.392265193370166 1.7900552486187846 2.187845303867403 2.585635359116022 4.176795580110498 4.574585635359116 8.552486187845304 6.5635359116022105 6.165745856353592 8.154696132596685 3.7790055248618786 8.950276243093922 ], [1.251930167216453 1.238762339730899 0.7925581227912247 0.7922071540593271 0.782458583177395 0.7808079151430709 0.7806883519192914 0.7698206157737864 0.7447563628595385 0.7447370473865506 0.7419701307089961 0.7052051793762831 0.7048706940303524 0.6942842788068972 0.6942833084231662 ], [1.3568277038297379e-115 3.397285527933886e-111 2.6728262555476326e-102 7.090248993520152e-89 2.7469807979309267e-71 1.4566261215932033e-50 1.834867774320237e-27 3.8507281725524436e-15 4.840632000965019e-14 1.7929698270827096e-10 1.887845678804254e-09 7.366324763032721e-09 1.8605276222668006e-07 4.298800261638171e-07 1.0423840522599844e-06 ],8-Aug-07,0.153276157
jcf059064un,42,383, [0.21114369501466276 0.6334310850439883 1.0557184750733137 1.4780058651026393 1.900293255131965 2.3225806451612905 2.744868035190616 4.4340175953079175 6.96774193548387 6.545454545454545 4.856304985337243 9.0791788856305 8.656891495601172 11.190615835777127 13.302052785923754 ], [1.1661501556290699 1.1659216784578368 0.8217316061777882 0.8216584736173761 0.8142208481434728 0.8106199292099796 0.8105600836365575 0.802939453874674 0.780111407023256 0.7800889083305279 0.77778122649371 0.7426089008566555 0.7425076702098649 0.7333525079663112 0.7333400705012934 ], [2.9783984546567832e-120 6.277852505795995e-116 4.06911323890581e-107 1.491889321527002e-93 5.270915007301445e-75 8.675140543273018e-52 4.023044028533986e-26 9.989835549995608e-12 1.7017925621936048e-10 2.580173263237888e-10 1.6322328404882333e-09 4.698498795797804e-09 1.9323778953922634e-06 7.974148335159484e-06 4.838380961827503e-05 ],8-Aug-07,0.14277395
jcf152157unbl,102,457, [0.2028169014084507 0.6084507042253521 1.0140845070422535 1.4197183098591548 1.8253521126760563 2.2309859154929574 2.6366197183098588 6.692957746478873 6.287323943661972 4.259154929577465 4.664788732394366 7.098591549295774 3.853521126760563 8.72112676056338 10.749295774647887 ], [1.16316424812975 1.1607947957048552 0.7635845479022805 0.7634557857471476 0.7550323181735906 0.7518425043303524 0.7518008641409093 0.7430248136604575 0.719054317507614 0.7190315488140613 0.7165264794822889 0.6803361068198951 0.680290233811809 0.6705458966713637 0.6705350434646331 ], [3.209989220159028e-104 1.4478548937286782e-100 4.510151364190879e-93 2.0427005312577485e-81 2.9449550682697318e-65 1.2729628773368884e-44 2.4883891061969646e-21 1.7380087233211543e-18 1.536306321997371e-16 1.5070731728326813e-15 6.049322477850452e-12 4.438322575540714e-09 1.2743347735881153e-07 3.535252677003175e-07 1.7277693017728082e-06 ],8-Aug-07,0.142408379
jcf145151un,103,461, [0.2011173184357542 0.6033519553072626 1.005586592178771 1.4078212290502794 1.8100558659217878 2.212290502793296 2.6145251396648046 4.223463687150837 4.625698324022346 8.648044692737432 6.234636871508379 6.636871508379888 3.82122905027933 8.245810055865922 9.050279329608939 ], [1.1191908549332816 1.1174811358755916 0.7243242688617371 0.7242852193709368 0.7172149161166349 0.7103313918529985 0.7099936970535533 0.7042990740846315 0.6784431616473778 0.6784335122764301 0.6759985916593345 0.6366665460775094 0.6365958859736335 0.6272957692295815 0.6272892172035295 ], [4.478666251969269e-94 1.2303435969754374e-90 1.3391993238703463e-83 1.1470642165919044e-72 1.516338711510753e-57 1.9409381535727565e-38 2.124057391480079e-17 9.946285478554626e-17 2.3381449764676902e-12 9.907916157131643e-12 2.1454082343933668e-11 2.814617687739175e-11 3.839316560523541e-09 1.694125573740239e-08 1.957215427815056e-06 ],8-Aug-07,0.137024634
jc00520151,248,605, [0.2016806722689076 0.6050420168067228 1.0084033613445378 1.411764705882353 1.8151260504201683 2.2184873949579833 2.6218487394957988 4.638655462184874 4.235294117647059 3.025210084033614 6.655462184873951 6.2521008403361344 8.672268907563025 10.6890756302521 12.705882352941176 ], [1.3710770395267422 1.362976437562764 0.8899272427352755 0.8896670218150503 0.887483429883645 0.8873597572813258 0.8743640215455032 0.8654611512045877 0.8481428721238475 0.8481215478857653 0.8451126911703424 0.8201958316660497 0.8199069728153574 0.8081003736161139 0.8080986956541695 ], [3.9989797984363865e-156 7.287673544711613e-151 4.832613469878481e-140 3.351832507138534e-123 5.58685185778961e-100 9.090384774051745e-71 3.426980725617813e-38 1.1605923622727422e-10 1.3241916231147151e-10 8.08801246286449e-10 3.315826783989065e-08 8.17856881844952e-07 8.192282271273877e-06 8.339325413661539e-05 0.0006813681613009812 ],8-Aug-07,0.167863532
jcf052058un,9,366, [0.2016806722689076 0.6050420168067228 1.0084033613445378 1.411764705882353 1.8151260504201683 2.2184873949579833 2.6218487394957988 4.235294117647059 4.638655462184874 6.655462184873951 3.8319327731092443 3.025210084033614 5.04201680672269 6.2521008403361344 10.6890756302521 ], [1.3058101086668021 1.2814478192228704 0.8741300958197475 0.873521500321579 0.8663824140611738 0.8662640618522336 0.8626185128582136 0.8523845643584987 0.8312376824459007 0.8312187799002891 0.8285285141585108 0.7947140253181466 0.7937858983260264 0.783239524954165 0.7832189428278464 ], [2.9452640949906657e-149 9.762549381216174e-144 3.1553322042604086e-132 6.558246437366955e-114 2.8556036459327344e-88 2.2843578623467632e-57 1.1954771784589422e-27 1.2465898725269795e-14 6.20210311395398e-14 7.440004527710379e-07 7.381714850711556e-06 2.0902491444919252e-05 2.423321975980808e-05 3.0376841022368113e-05 0.00014850287210799195 ],8-Aug-07,0.15987278
