obsid, lonstart, lonend, wavenum, wavepower, fap,date,normedpeakwavepower
jf_93981-93983,358,564, [0.34951456310679613 1.0485436893203883 1.7475728155339805 2.4466019417475726 3.145631067961165 6.640776699029127 3.8446601941747574 7.339805825242718 5.941747572815533 10.83495145631068 10.135922330097086 14.330097087378642 11.53398058252427 5.242718446601942 15.029126213592233 ], [1.1615285505722588 1.0881089029958335 0.7283069574432404 0.7270116726272177 0.7266514747264472 0.7132341815931863 0.7077736032623093 0.7076231043537317 0.6814492663749494 0.6814207003326928 0.6793082290424418 0.6184693245523861 0.6163553250130007 0.6071825231799851 0.6071295898107847 ], [3.078337474959958e-54 3.94958718010983e-52 3.272331070474963e-47 3.4135668236495473e-38 2.3255127563514696e-24 1.617238534082491e-09 2.8768759615315012e-09 5.871959966687525e-07 1.0087361113099359e-05 7.727637206814026e-05 0.0009923987945487682 0.02367612295305033 0.06655042610593505 0.1469461614826811 0.1829323150006078 ],8-Sep-13,0.142208118
jcf_9358593591,266,622, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 3.0337078651685396 4.247191011235955 6.674157303370786 4.651685393258427 6.269662921348314 10.719101123595506 8.696629213483146 12.741573033707864 ], [1.1784692844149738 1.1776871118439736 0.7706283697877028 0.7705332893609272 0.7660568623296065 0.7660096223714483 0.7588274329001524 0.7497086211394285 0.7323655144925282 0.7323420495759186 0.7297669814547169 0.7065662741079769 0.7064859713789309 0.696313763772206 0.6963066974282521 ], [1.0164813398846574e-105 7.068039238437468e-103 5.242952850617894e-97 7.255564345292247e-88 2.515149366071416e-75 6.278385229352343e-59 1.3530311053419211e-36 1.6256442764193072e-12 5.846089925217133e-07 3.222509548157817e-06 3.995011001930987e-06 1.4834152491156586e-05 2.48788407412596e-05 0.00020645232319515573 0.0002915580827866109 ],8-Sep-13,0.144282204
jcf_9416194175,119,476, [0.2016806722689076 0.6050420168067228 1.0084033613445378 1.411764705882353 1.8151260504201683 2.2184873949579833 2.6218487394957988 3.025210084033614 12.705882352941176 8.26890756302521 8.672268907563025 4.638655462184874 4.235294117647059 10.6890756302521 6.2521008403361344 ], [1.1771817853750153 1.1753930848833245 0.7673735108976503 0.7673424656909094 0.7626644978832077 0.7626191465877226 0.7555599749735137 0.7465034301117537 0.7290042252695482 0.7289839514010752 0.7264080995748832 0.7016013143992361 0.7015468152281513 0.6913458214896884 0.6913342483743994 ], [5.414547318787116e-105 3.36901510569623e-102 2.431038603666109e-96 7.043157790540566e-87 3.7111526497647985e-73 1.0498557136145409e-54 8.418330763797081e-32 3.5012469408152706e-09 5.565558955601393e-06 1.2343057686413018e-05 1.635415956052918e-05 1.6866544630023203e-05 2.9336877561996624e-05 9.778591155789957e-05 0.0002021140704001058 ],8-Sep-13,0.144124573
jf_93809-93811,181,386, [2.4585365853658536 1.7560975609756098 1.053658536585366 0.35121951219512193 3.1609756097560973 3.8634146341463413 6.673170731707317 7.37560975609756 4.565853658536586 17.912195121951218 14.399999999999999 5.970731707317073 10.88780487804878 10.185365853658537 18.614634146341462 ], [0.4544111478830087 0.4454047974271281 0.40387815928023496 0.4010810795456213 0.40064475601385363 0.3987229470106444 0.3969786765964743 0.3968911549494804 0.396455615653803 0.3912937440808861 0.3912398692524718 0.3905561200825329 0.3839437405763523 0.38365718607932586 0.3809881196068084 ], [2.3902397572528857e-19 6.336688160205296e-19 3.0183533157711934e-18 7.42283626545648e-18 1.6265247345994386e-17 3.208628916593518e-10 0.003300962767030287 0.008827749994826842 0.18758536979942117 0.34420200931857076 0.3769597916122794 0.4126993935082826 0.7296490376368816 0.818369804453574 0.8389558950229702 ],8-Sep-13,0.055634409
jc00939810092983,356,562, [0.34951456310679613 1.0485436893203883 1.7475728155339805 2.4466019417475726 3.145631067961165 6.640776699029127 3.8446601941747574 7.339805825242718 5.941747572815533 10.83495145631068 10.135922330097086 14.330097087378642 5.242718446601942 11.53398058252427 15.029126213592233 ], [1.137038450650434 1.0630654886324784 0.7512378408965884 0.7507268033815646 0.7494446690667874 0.7372603897026195 0.7280628169410442 0.7279106083062752 0.7035302496642523 0.7035041447718443 0.7015289615253145 0.6358245679993867 0.6336509343978075 0.6246299711439581 0.6245745275221514 ], [2.1922921599473948e-58 5.579009828485724e-56 2.2724975860614637e-50 3.469722782852492e-40 6.510498736346609e-25 6.272114351986147e-10 8.446498460483744e-09 1.1309237269024384e-06 1.6474303639411095e-06 0.0001412198907845453 0.0007446335062283413 0.04103328054399533 0.07236733876371111 0.15691855625065879 0.36230243574063375 ],8-Sep-13,0.139209749
jc0155_0295,147,232, [5.929411764705882 4.235294117647059 2.541176470588235 7.623529411764706 0.8470588235294118 9.317647058823528 11.011764705882351 12.705882352941176 17.788235294117648 19.48235294117647 27.95294117647059 26.258823529411764 16.094117647058823 14.399999999999999 36.42352941176471 ], [1.1257745069532583 1.1065809358478604 0.945919364657379 0.9453645825504017 0.9452716114755064 0.9437722812239886 0.9358067017193316 0.9357220554749507 0.9350799424412217 0.9243615472955877 0.9242850248797989 0.9226958340798462 0.916969016902051 0.9167225639196309 0.9086263446933339 ], [2.8253720842555434e-46 3.6055580607646205e-43 1.2483011774263422e-39 8.302906208631966e-39 7.347339097253409e-38 4.086915609494732e-21 5.870190285696874e-08 0.15384555431211636 0.9960565568188188 0.9999578749781378 0.9999999953452259 0.999999999864763 0.9999999999999847 1.0 1.0 ],10-Nov-13,0.137830683
jc0155_0295,147,232, [5.929411764705882 4.235294117647059 2.541176470588235 7.623529411764706 0.8470588235294118 9.317647058823528 11.011764705882351 12.705882352941176 17.788235294117648 19.48235294117647 27.95294117647059 26.258823529411764 16.094117647058823 14.399999999999999 36.42352941176471 ], [1.1257745069532583 1.1065809358478604 0.945919364657379 0.9453645825504017 0.9452716114755064 0.9437722812239886 0.9358067017193316 0.9357220554749507 0.9350799424412217 0.9243615472955877 0.9242850248797989 0.9226958340798462 0.916969016902051 0.9167225639196309 0.9086263446933339 ], [2.8253720842555434e-46 3.6055580607646205e-43 1.2483011774263422e-39 8.302906208631966e-39 7.347339097253409e-38 4.086915609494732e-21 5.870190285696874e-08 0.15384555431211636 0.9960565568188188 0.9999578749781378 0.9999999953452259 0.999999999864763 0.9999999999999847 1.0 1.0 ],10-Nov-13,0.137830683
jc1977_3593,183,481, [1.691275167785235 2.1744966442953024 1.208053691275168 0.7248322147651006 0.24161073825503357 2.6577181208053693 3.140939597315436 3.6241610738255035 7.4899328859060414 7.006711409395973 7.973154362416108 6.523489932885907 9.906040268456378 12.322147651006713 10.389261744966444 ], [0.8608582614505756 0.8607475056884677 0.8569523895877643 0.8569519167397065 0.8566598542672711 0.8517016701702397 0.8511765591026995 0.8476041991704178 0.8475918880979818 0.8473077810256964 0.8304046947220919 0.8290499597955119 0.8284712401986012 0.8229429599296492 0.8229288149004886 ], [3.171432890115966e-121 3.5286589799612136e-117 1.5341328955208622e-107 1.980331218833978e-97 1.0726338418210096e-92 5.454989810385556e-69 4.239769043088535e-23 0.003104398234713298 0.023262442515172753 0.03294874462095309 0.9076627121946569 0.9876967892727185 0.9999999999999998 1.0 1.0 ],11-Jan-16,0.105396491
jcf024029un,202,558, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.651685393258427 4.247191011235955 3.0337078651685396 6.674157303370786 8.696629213483146 6.269662921348314 5.056179775280899 7.078651685393259 ], [1.40431241672718 1.403871160786804 0.9200172525072404 0.9198689254013497 0.9194654889180864 0.9193825708523848 0.902371325549491 0.8945981584692696 0.8797077356422704 0.879676675686241 0.8766005413581226 0.8558541470140476 0.855581340317183 0.8433842775303005 0.8433633412243962 ], [5.299642349596986e-175 3.932472432500367e-169 4.724284289987249e-157 2.6339106991471772e-138 1.760948570778061e-112 1.2482357053066119e-79 1.200424017901081e-42 1.9313940405692965e-14 4.2583046272769714e-13 4.763876746368421e-11 4.3587635584082515e-09 1.016550417148691e-06 2.015770464909052e-06 6.704855911137982e-06 0.00017128289768439075 ],8-Jun-16,0.171932602
jcf117121,260,616, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.247191011235955 4.651685393258427 6.674157303370786 6.269662921348314 3.0337078651685396 8.696629213483146 7.078651685393259 9.101123595505618 ], [1.3424954177149837 1.337435275920502 0.8760634827593502 0.8758629788763233 0.8718281269161708 0.8717066926923892 0.8618382206730096 0.8521976861663285 0.8334275217620012 0.8333985794619777 0.8304672053983422 0.8034316792473073 0.8033899898247919 0.7917658776320524 0.7917533447214828 ], [2.1494482504123967e-148 3.163406560890334e-143 1.021154572047772e-132 1.2637283671590309e-116 7.888607897133663e-95 1.55793198445325e-67 2.375040153372544e-36 1.6524779746674391e-12 3.554614715957029e-12 4.919306404862331e-12 9.254130721342077e-10 6.534997173709905e-09 1.8861293527571344e-08 8.297581443151156e-06 9.296046726592878e-06 ],8-Jun-16,0.164364231
jcf065070,52,379, [0.22018348623853212 0.6605504587155964 1.1009174311926606 1.5412844036697249 1.981651376146789 2.4220183486238533 2.862385321100918 5.064220183486239 4.623853211009174 3.3027522935779823 7.2660550458715605 6.825688073394495 9.46788990825688 9.027522935779816 13.871559633027521 ], [1.184156174363138 1.1785772768535043 0.8821560403473677 0.8819513711188511 0.8747326403596776 0.8745847064518067 0.8741134031416036 0.864971250140005 0.8463428338277967 0.8463281251026232 0.8442007775601712 0.8151411941526757 0.8148919864291356 0.8063239374300453 0.806323467162684 ], [1.5792216581465987e-142 1.3444193369000302e-137 1.5480411693794019e-127 5.4086763478068805e-112 1.0067362475259503e-90 4.003356971347989e-64 1.6501600686023939e-34 2.145072056459595e-09 3.2352226981493368e-09 1.0671574056789787e-08 1.5645991197805524e-06 8.485736965046339e-06 1.0420029073672249e-05 0.0005745537074280294 0.0015881876384003278 ],8-Jun-16,0.14497846
jcf123128un,256,612, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.651685393258427 4.247191011235955 3.0337078651685396 6.674157303370786 6.269662921348314 8.696629213483146 7.078651685393259 5.056179775280899 ], [1.4340978539563682 1.4303075801282272 0.9409150830004295 0.9407640987427152 0.9407561328321514 0.9407538703036141 0.9236009978051563 0.9155828266657722 0.8999504878867493 0.8999186547964332 0.89679279519547 0.8741633740030926 0.8738195401906131 0.8614323643930393 0.8614088317401983 ], [8.587396173230313e-194 3.8197001089826385e-186 9.60082070836273e-171 1.2983516166289913e-147 3.7077730741347666e-117 6.550642745990692e-81 6.026119147541788e-43 1.9669608429140475e-13 1.692072270586041e-12 2.6589030646105052e-11 2.067306315694556e-10 2.323523045620647e-07 1.1567476569594687e-06 1.966277852410459e-05 6.257051868919476e-05 ],8-Jun-16,0.175579289
jcf015023,207,563, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.247191011235955 4.651685393258427 6.674157303370786 6.269662921348314 3.842696629213483 8.696629213483146 7.078651685393259 9.101123595505618 ], [1.2725825163277347 1.272174600945292 0.8329320294176045 0.832857160423389 0.8228538255267933 0.8213912494899318 0.8213858770818939 0.8103835357306081 0.7853992099020395 0.7853755926799909 0.7826222132520144 0.7445644135215028 0.7444624335572704 0.733766703238156 0.7337530186780143 ], [2.3679312153071176e-129 3.851382994772569e-124 1.1256501823868752e-113 6.681422547024395e-98 6.780362275837355e-77 2.3349164818203692e-51 4.357576259670332e-24 9.913547837540406e-21 8.515209912041366e-18 2.8270826867040945e-14 1.853994188956537e-11 8.591780039398173e-10 5.29153439059046e-09 6.523951642057094e-07 5.9363533484049e-06 ],8-Jun-16,0.155804663
jcf065070un,34,382, [0.2068965517241379 0.6206896551724138 1.0344827586206895 1.4482758620689655 1.862068965517241 2.275862068965517 2.689655172413793 3.103448275862069 4.758620689655172 4.344827586206896 6.827586206896551 8.896551724137932 6.413793103448275 9.310344827586206 8.482758620689655 ], [1.3454233459831058 1.3412456828880555 0.9152699718733517 0.9150796442405771 0.9140013899281157 0.913859808447203 0.9004752322420052 0.8924654089301104 0.8768802506204638 0.8768510482445291 0.8740332795805312 0.851436958655607 0.8514152961966379 0.8400461350094038 0.8400358842793684 ], [1.555021655531542e-169 9.743879298801518e-164 6.859119206804403e-152 1.3928297314318241e-133 1.2965953572230708e-108 1.8694570229929702e-77 1.3712387720621615e-42 6.7168510932930025e-12 1.3473921480693755e-10 1.2619033552833018e-09 2.3090638060146547e-08 1.0469266949916502e-06 1.0739551068882707e-06 0.0007931455461328895 0.0008249759956927211 ],8-Jun-16,0.164722702
jc024029,201,558, [0.2016806722689076 0.6050420168067228 1.0084033613445378 1.411764705882353 1.8151260504201683 2.2184873949579833 2.6218487394957988 3.025210084033614 4.638655462184874 4.235294117647059 5.04201680672269 6.655462184873951 8.672268907563025 7.058823529411766 6.2521008403361344 ], [1.3482590151190832 1.342534419732342 0.8788172004415941 0.8787672366101749 0.8749328612240665 0.8747257492501298 0.8570322053828099 0.8508347549187703 0.8398115518934816 0.8397846530301304 0.8368013642396253 0.824364932509176 0.8242746541269453 0.8123215872567376 0.8123070906588677 ], [3.40082733453474e-146 6.194664051920548e-143 5.012548122241951e-136 6.75395280995985e-125 6.164257786416434e-109 2.9860276152040153e-86 3.3924869593016485e-53 1.8021401610067306e-18 2.892050801621865e-13 9.530043255666384e-10 4.7403211616927185e-08 3.59547955262572e-06 8.460518714525685e-05 0.0003860958486253772 0.0009140511923196082 ],8-Jun-16,0.165069879
jcf024029,202,558, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.651685393258427 4.247191011235955 3.0337078651685396 6.674157303370786 6.269662921348314 8.696629213483146 5.056179775280899 7.078651685393259 ], [1.3725873858949615 1.3662384228514464 0.895564497963559 0.8953335816052748 0.8927652424919119 0.8926224964236933 0.8803217054810727 0.8711729872601878 0.8534441853158415 0.8534139493172656 0.8504132494967415 0.8252139649263248 0.825184520784694 0.8132370194728489 0.813224589013041 ], [2.1290352202793715e-159 9.384746826152006e-154 2.6278430930467932e-142 6.536987240250024e-125 1.1017918789275553e-101 5.3268243271608696e-73 4.759698309676616e-40 7.86582635599413e-16 1.1588283123573366e-14 1.3631502097195404e-10 3.567369451744318e-10 2.9328997440631383e-07 5.035462806534493e-07 5.599087857541859e-07 1.2263154770484439e-05 ],8-Jun-16,0.168048447
jcf024029un,202,558, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.651685393258427 4.247191011235955 3.0337078651685396 6.674157303370786 8.696629213483146 6.269662921348314 5.056179775280899 7.078651685393259 ], [1.40431241672718 1.403871160786804 0.9200172525072404 0.9198689254013497 0.9194654889180864 0.9193825708523848 0.902371325549491 0.8945981584692696 0.8797077356422704 0.879676675686241 0.8766005413581226 0.8558541470140476 0.855581340317183 0.8433842775303005 0.8433633412243962 ], [5.299642349596986e-175 3.932472432500367e-169 4.724284289987249e-157 2.6339106991471772e-138 1.760948570778061e-112 1.2482357053066119e-79 1.200424017901081e-42 1.9313940405692965e-14 4.2583046272769714e-13 4.763876746368421e-11 4.3587635584082515e-09 1.016550417148691e-06 2.015770464909052e-06 6.704855911137982e-06 0.00017128289768439075 ],8-Jun-16,0.171932602
jcf117121,260,616, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.247191011235955 4.651685393258427 6.674157303370786 6.269662921348314 3.0337078651685396 8.696629213483146 7.078651685393259 9.101123595505618 ], [1.3424954177149837 1.337435275920502 0.8760634827593502 0.8758629788763233 0.8718281269161708 0.8717066926923892 0.8618382206730096 0.8521976861663285 0.8334275217620012 0.8333985794619777 0.8304672053983422 0.8034316792473073 0.8033899898247919 0.7917658776320524 0.7917533447214828 ], [2.1494482504123967e-148 3.163406560890334e-143 1.021154572047772e-132 1.2637283671590309e-116 7.888607897133663e-95 1.55793198445325e-67 2.375040153372544e-36 1.6524779746674391e-12 3.554614715957029e-12 4.919306404862331e-12 9.254130721342077e-10 6.534997173709905e-09 1.8861293527571344e-08 8.297581443151156e-06 9.296046726592878e-06 ],8-Jun-16,0.164364231
jcf065070,52,379, [0.22018348623853212 0.6605504587155964 1.1009174311926606 1.5412844036697249 1.981651376146789 2.4220183486238533 2.862385321100918 5.064220183486239 4.623853211009174 3.3027522935779823 7.2660550458715605 6.825688073394495 9.46788990825688 9.027522935779816 13.871559633027521 ], [1.184156174363138 1.1785772768535043 0.8821560403473677 0.8819513711188511 0.8747326403596776 0.8745847064518067 0.8741134031416036 0.864971250140005 0.8463428338277967 0.8463281251026232 0.8442007775601712 0.8151411941526757 0.8148919864291356 0.8063239374300453 0.806323467162684 ], [1.5792216581465987e-142 1.3444193369000302e-137 1.5480411693794019e-127 5.4086763478068805e-112 1.0067362475259503e-90 4.003356971347989e-64 1.6501600686023939e-34 2.145072056459595e-09 3.2352226981493368e-09 1.0671574056789787e-08 1.5645991197805524e-06 8.485736965046339e-06 1.0420029073672249e-05 0.0005745537074280294 0.0015881876384003278 ],8-Jun-16,0.14497846
jcf123128un,256,612, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.651685393258427 4.247191011235955 3.0337078651685396 6.674157303370786 6.269662921348314 8.696629213483146 7.078651685393259 5.056179775280899 ], [1.4340978539563682 1.4303075801282272 0.9409150830004295 0.9407640987427152 0.9407561328321514 0.9407538703036141 0.9236009978051563 0.9155828266657722 0.8999504878867493 0.8999186547964332 0.89679279519547 0.8741633740030926 0.8738195401906131 0.8614323643930393 0.8614088317401983 ], [8.587396173230313e-194 3.8197001089826385e-186 9.60082070836273e-171 1.2983516166289913e-147 3.7077730741347666e-117 6.550642745990692e-81 6.026119147541788e-43 1.9669608429140475e-13 1.692072270586041e-12 2.6589030646105052e-11 2.067306315694556e-10 2.323523045620647e-07 1.1567476569594687e-06 1.966277852410459e-05 6.257051868919476e-05 ],8-Jun-16,0.175579289
jcf015023,207,563, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.247191011235955 4.651685393258427 6.674157303370786 6.269662921348314 3.842696629213483 8.696629213483146 7.078651685393259 9.101123595505618 ], [1.2725825163277347 1.272174600945292 0.8329320294176045 0.832857160423389 0.8228538255267933 0.8213912494899318 0.8213858770818939 0.8103835357306081 0.7853992099020395 0.7853755926799909 0.7826222132520144 0.7445644135215028 0.7444624335572704 0.733766703238156 0.7337530186780143 ], [2.3679312153071176e-129 3.851382994772569e-124 1.1256501823868752e-113 6.681422547024395e-98 6.780362275837355e-77 2.3349164818203692e-51 4.357576259670332e-24 9.913547837540406e-21 8.515209912041366e-18 2.8270826867040945e-14 1.853994188956537e-11 8.591780039398173e-10 5.29153439059046e-09 6.523951642057094e-07 5.9363533484049e-06 ],8-Jun-16,0.155804663
jcf065070un,34,382, [0.2068965517241379 0.6206896551724138 1.0344827586206895 1.4482758620689655 1.862068965517241 2.275862068965517 2.689655172413793 3.103448275862069 4.758620689655172 4.344827586206896 6.827586206896551 8.896551724137932 6.413793103448275 9.310344827586206 8.482758620689655 ], [1.3454233459831058 1.3412456828880555 0.9152699718733517 0.9150796442405771 0.9140013899281157 0.913859808447203 0.9004752322420052 0.8924654089301104 0.8768802506204638 0.8768510482445291 0.8740332795805312 0.851436958655607 0.8514152961966379 0.8400461350094038 0.8400358842793684 ], [1.555021655531542e-169 9.743879298801518e-164 6.859119206804403e-152 1.3928297314318241e-133 1.2965953572230708e-108 1.8694570229929702e-77 1.3712387720621615e-42 6.7168510932930025e-12 1.3473921480693755e-10 1.2619033552833018e-09 2.3090638060146547e-08 1.0469266949916502e-06 1.0739551068882707e-06 0.0007931455461328895 0.0008249759956927211 ],8-Jun-16,0.164722702
jc024029,201,558, [0.2016806722689076 0.6050420168067228 1.0084033613445378 1.411764705882353 1.8151260504201683 2.2184873949579833 2.6218487394957988 3.025210084033614 4.638655462184874 4.235294117647059 5.04201680672269 6.655462184873951 8.672268907563025 7.058823529411766 6.2521008403361344 ], [1.3482590151190832 1.342534419732342 0.8788172004415941 0.8787672366101749 0.8749328612240665 0.8747257492501298 0.8570322053828099 0.8508347549187703 0.8398115518934816 0.8397846530301304 0.8368013642396253 0.824364932509176 0.8242746541269453 0.8123215872567376 0.8123070906588677 ], [3.40082733453474e-146 6.194664051920548e-143 5.012548122241951e-136 6.75395280995985e-125 6.164257786416434e-109 2.9860276152040153e-86 3.3924869593016485e-53 1.8021401610067306e-18 2.892050801621865e-13 9.530043255666384e-10 4.7403211616927185e-08 3.59547955262572e-06 8.460518714525685e-05 0.0003860958486253772 0.0009140511923196082 ],8-Jun-16,0.165069879
jcf024029,202,558, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.651685393258427 4.247191011235955 3.0337078651685396 6.674157303370786 6.269662921348314 8.696629213483146 5.056179775280899 7.078651685393259 ], [1.3725873858949615 1.3662384228514464 0.895564497963559 0.8953335816052748 0.8927652424919119 0.8926224964236933 0.8803217054810727 0.8711729872601878 0.8534441853158415 0.8534139493172656 0.8504132494967415 0.8252139649263248 0.825184520784694 0.8132370194728489 0.813224589013041 ], [2.1290352202793715e-159 9.384746826152006e-154 2.6278430930467932e-142 6.536987240250024e-125 1.1017918789275553e-101 5.3268243271608696e-73 4.759698309676616e-40 7.86582635599413e-16 1.1588283123573366e-14 1.3631502097195404e-10 3.567369451744318e-10 2.9328997440631383e-07 5.035462806534493e-07 5.599087857541859e-07 1.2263154770484439e-05 ],8-Jun-16,0.168048447
jcf123128,135,494, [0.20055710306406685 0.6016713091922006 1.0027855153203342 1.403899721448468 1.8050139275766017 2.2061281337047354 2.6072423398328692 4.612813370473537 4.211699164345403 3.0083565459610027 5.013927576601671 6.618384401114206 6.217270194986072 7.0194986072423395 8.623955431754876 ], [1.377825458824703 1.3653265737463665 0.8869203786061474 0.8865602206379101 0.8831839128623904 0.8831822928555066 0.8717581142059138 0.8622322572577881 0.8436138900982256 0.8435881528773687 0.8405552037963234 0.8137186225599427 0.8134308892083119 0.801538238811696 0.8015363340174776 ], [1.9550938260553773e-155 6.725483117570253e-150 1.3139395276571324e-138 2.526384323664519e-121 3.062880314120781e-98 2.479664383586536e-70 4.882225771263045e-39 1.541441971619072e-17 1.243290168566743e-14 1.6246234610141053e-10 1.1171000059444855e-09 6.421701524768037e-08 3.473187967316424e-05 5.774325643054906e-05 7.159030209143712e-05 ],8-Jun-16,0.168689754
jcf123128unbl,256,603, [0.20749279538904902 0.6224783861671471 1.0374639769452452 1.4524495677233433 1.8674351585014413 2.282420749279539 2.6974063400576376 4.772334293948127 4.357348703170029 6.847262247838618 3.1123919308357353 6.43227665706052 7.262247838616716 8.922190201729109 10.9971181556196 ], [1.2544005621694747 1.2538546142970115 0.858596717348567 0.8585127829277344 0.8561394578035283 0.8558754880958296 0.8456181735407798 0.8374918504551029 0.8215423342223334 0.8215106272574431 0.8188921232818637 0.7955889054948394 0.7952734094538786 0.7848263640776592 0.7848054479171692 ], [2.9626866275241774e-136 2.0024987766919787e-132 2.4625993782091625e-124 3.548869157620373e-111 5.7671051285790074e-92 3.91846346308344e-66 1.0208461197144684e-35 6.307150864278338e-12 1.952650692210222e-11 5.206590754055952e-10 8.095158401896718e-09 1.8086389414170587e-07 4.313524874540575e-05 0.00023488418279298345 0.00044060783858577746 ],8-Jun-16,0.153578612
jcf015023un,207,563, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.247191011235955 4.651685393258427 6.674157303370786 6.269662921348314 3.842696629213483 8.696629213483146 7.078651685393259 10.719101123595506 ], [1.2643110401016633 1.2593666569020614 0.8250385049025797 0.8248458639601086 0.8151049205974564 0.8132406544227608 0.8132299643066901 0.8025648355065865 0.7774794723883178 0.7774565332548123 0.7747208310411527 0.736776350367803 0.736704273175351 0.726072654789283 0.7260648778861528 ], [4.509007874534226e-126 4.795295861852107e-121 6.109236712840038e-111 9.927612575500979e-96 1.590281153927056e-75 5.8980389466239e-51 2.3606181105709412e-24 4.56302256386762e-20 3.2410169216215876e-17 1.5625897397037973e-13 4.437908821227731e-11 1.4884715751996837e-09 7.790969713230215e-09 2.1802834030121026e-06 1.652315996348086e-05 ],8-Jun-16,0.154791971
jcf117121un,260,616, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.247191011235955 6.674157303370786 4.651685393258427 6.269662921348314 8.696629213483146 3.0337078651685396 9.101123595505618 7.078651685393259 ], [1.341911673749376 1.3406569341276233 0.8788640732084403 0.8788034031366607 0.874775714106271 0.8746534397872534 0.8646845984310477 0.8551453323621833 0.8365008822895242 0.8364719931937294 0.8335501300658018 0.8063589424779015 0.8061039656974013 0.7946151804645606 0.7945955298670495 ], [5.462124033209068e-150 9.052159533666523e-145 4.0100046506081783e-134 1.1262920501494187e-117 4.702026644936927e-95 2.028217947446872e-66 1.6506285728630337e-34 1.1913970873526662e-12 2.1277893555588143e-12 9.392371688031256e-12 2.2024312531778012e-10 8.912975232938501e-09 1.2670169383476989e-07 1.077746236181126e-05 1.488743067506216e-05 ],8-Jun-16,0.164292762
jcf065070unbl,34,382, [0.20869565217391303 0.6260869565217391 1.0434782608695652 1.460869565217391 1.8782608695652172 2.2956521739130435 4.3826086956521735 4.8 2.713043478260869 3.9652173913043476 5.217391304347825 8.973913043478259 8.556521739130433 9.391304347826086 15.652173913043477 ], [0.8695389566216254 0.8432278500110837 0.5904999388781037 0.5900388018761495 0.5855844695095259 0.5834394951100808 0.5759234533722729 0.5750598626684891 0.5564318574865499 0.5561781471183591 0.5545723477880339 0.5262860057901741 0.521807130946576 0.5174369734939663 0.51729439358387 ], [3.396800405407082e-62 1.7332689689444345e-60 7.56124687544519e-57 7.952446516746905e-51 8.544407078109775e-42 3.407781776516099e-29 1.74462366808858e-19 1.4823608185908462e-18 1.2248090862929892e-13 1.118961866277803e-09 2.262408057839001e-08 3.307700947896223e-08 3.044392342446382e-06 0.0001871395600290012 0.001132986795754551 ],8-Jun-16,0.106459285
jc1723,206,562, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.247191011235955 4.651685393258427 6.674157303370786 6.269662921348314 8.696629213483146 3.842696629213483 5.056179775280899 7.078651685393259 ], [1.2615164167169752 1.2490259076412744 0.8414369883094174 0.841240269315887 0.8385048896006192 0.8383911963203796 0.8283290950073402 0.8201154341597141 0.803994107464146 0.8039679180907746 0.8013320461635062 0.7775241168741639 0.7767914008690827 0.7664401565622456 0.766405349185972 ], [9.315732495705553e-132 3.544135510975035e-128 1.4375282817952874e-120 6.845274061144824e-108 2.7635985063269586e-88 3.8292273915321003e-60 3.3889956205772793e-28 8.94485901314175e-18 3.4662997197726243e-16 1.1140607266897992e-10 2.202866124569214e-08 9.245833258036677e-08 1.7539525245779918e-07 3.268930515873144e-05 8.084998454472484e-05 ],8-Jun-16,0.15444982
